UserID,UserName,Age,Gender,Email,Experience,Expertise,TeacherRating,CourseRating
U01409,jason20,31,Male,ericksondavid@gmail.com,3,Machine Learning,4.06,3.99
U01410,bradley01,17,Male,tylercoleman@outlook.com,4,Cyber Security,4.73,4.43
U01411,davidsonrandy,21,Male,lmurillo@gmail.com,10,Web Dev,3.51,3.42
U01412,mitchelldavid,16,Male,robertsantos@outlook.com,1,Data Science,4.19,4.08
U01413,driley,24,Male,rose19@hotmail.com,10,Cyber Security,3.99,3.98
U01414,david25,35,Female,johnsonbrett@outlook.com,3,Data Science,3.58,3.22
U01415,uhudson,18,Male,austingraham@gmail.com,2,Machine Learning,4.18,3.77
U01416,walkerbrandon,22,Female,phillipsaaron@hotmail.com,2,Web Dev,3.88,3.48
U01417,katherinehaynes,26,Female,stephaniemartin@hotmail.com,1,Data Science,4.03,3.97
U01418,kcastaneda,20,Female,bmeyer@hotmail.com,8,Web Dev,4.56,4.11
U01419,qwright,34,Female,justin88@hotmail.com,3,Data Science,4.28,3.94
U01420,eric82,34,Female,calvin46@hotmail.com,3,Machine Learning,3.69,3.24
U01421,katelyncastro,22,Male,usmith@hotmail.com,6,Machine Learning,4.94,4.72
U01422,ashleynorton,16,Male,jessica60@yahoo.com,8,Web Dev,4.45,4.23
U01423,elizabethpatrick,25,Male,josephmyers@gmail.com,9,Machine Learning,4.65,4.26
U01424,edgar29,28,Female,robin66@outlook.com,9,Cyber Security,3.62,3.57
U01425,usanchez,25,Female,milleramanda@yahoo.com,4,Data Science,3.57,3.31
U01426,mramirez,24,Male,jimenezamy@yahoo.com,5,Machine Learning,3.53,3.11
U01427,harrisalec,25,Male,cruzsonia@outlook.com,2,Cyber Security,3.78,3.36
U01428,robertsonjennifer,35,Female,bryantrachel@hotmail.com,9,Web Dev,4.12,3.64
U01429,bonniegreen,31,Female,ijones@hotmail.com,8,Cyber Security,4.9,4.55
U01430,travislaura,19,Female,miguel78@yahoo.com,3,Web Dev,4.19,4.09
U01431,amanda65,34,Female,christine75@yahoo.com,9,Web Dev,3.94,3.93
U01432,josephanderson,17,Female,kingjason@yahoo.com,3,Data Science,4.34,4.1
U01433,kgibson,16,Female,wilsonjimmy@yahoo.com,9,Data Science,3.67,3.41
U01434,villanuevatammy,24,Male,scott10@yahoo.com,2,Cyber Security,4.41,4.29
U01435,kaylaruiz,16,Male,ihuff@gmail.com,10,Data Science,4.35,4.29
U01436,allison21,34,Female,ncarroll@gmail.com,9,Data Science,4.69,4.4
U01437,gabrielle52,33,Female,gregoryalvarado@hotmail.com,8,Data Science,4.98,4.6
U01438,randymorrison,30,Female,danabishop@hotmail.com,9,Cyber Security,3.88,3.38
U01439,mcarter,22,Male,lhenderson@yahoo.com,5,Machine Learning,4.26,3.88
U01440,garzakatherine,20,Female,garciarebecca@gmail.com,2,Data Science,4.86,4.46
U01441,rogerschristine,24,Female,fgrant@yahoo.com,8,Data Science,4.68,4.37
U01442,pcurry,34,Female,maldonadojonathan@gmail.com,6,Cyber Security,4.23,3.74
U01443,traceyandrews,17,Female,jacksonlisa@outlook.com,8,Machine Learning,4.92,4.6
U01444,matthew02,29,Male,wilsonmary@yahoo.com,5,Data Science,3.59,3.16
U01445,vtran,29,Male,alexander51@gmail.com,10,Web Dev,4.9,4.43
U01446,samuelbenton,32,Female,veronica77@gmail.com,2,Cyber Security,3.58,3.12
U01447,fpark,17,Female,edwardvasquez@outlook.com,6,Data Science,4.32,4.13
U01448,lori27,25,Female,brandy06@yahoo.com,5,Data Science,4.84,4.8
U01449,xwalker,34,Male,christopheryoung@yahoo.com,5,Web Dev,3.89,3.8
U01450,crystal02,16,Female,wesleyjohnson@gmail.com,1,Web Dev,4.21,4.18
U01451,jessicaturner,17,Male,kristenanderson@yahoo.com,2,Cyber Security,3.99,3.94
U01452,donaldmendoza,23,Male,holderkara@gmail.com,8,Cyber Security,4.93,4.84
U01453,sandra01,17,Male,rhondadavis@outlook.com,3,Web Dev,4.74,4.57
U01454,terrybryce,18,Female,nlamb@hotmail.com,10,Cyber Security,4.56,4.29
U01455,arielwilliams,22,Female,burnettjennifer@gmail.com,3,Web Dev,4.38,4.02
U01456,gentrybethany,30,Male,sanchezmary@outlook.com,8,Data Science,4.73,4.62
U01457,huntertamara,27,Male,barbaramarsh@outlook.com,8,Web Dev,4.09,3.75
U01458,nmoore,24,Male,qrussell@yahoo.com,2,Web Dev,4.17,3.82
U01459,elizabethwatkins,17,Female,fkelly@yahoo.com,8,Machine Learning,4.6,4.32
U01460,pvazquez,32,Female,zblack@yahoo.com,1,Web Dev,4.04,3.59
U01461,landerson,16,Male,bstrickland@outlook.com,6,Web Dev,3.6,3.54
U01462,vbuchanan,27,Male,williameaton@hotmail.com,8,Machine Learning,3.61,3.52
U01463,jerome86,30,Female,williamsbeverly@yahoo.com,3,Cyber Security,3.67,3.46
U01464,iyoung,33,Male,tina46@yahoo.com,8,Machine Learning,4.8,4.74
U01465,kgonzalez,33,Male,shannon44@hotmail.com,1,Data Science,4.21,3.93
U01466,williamluna,22,Male,mcmahonphillip@outlook.com,9,Machine Learning,4.57,4.37
U01467,reynoldsdennis,19,Female,alisoncampbell@yahoo.com,9,Data Science,4.09,3.95
U01468,tvillanueva,28,Female,jhawkins@gmail.com,5,Cyber Security,3.89,3.81
U01469,andersonbrandi,29,Female,rstewart@yahoo.com,10,Machine Learning,4.02,3.85
U01470,jyoung,28,Male,hinesamanda@hotmail.com,4,Machine Learning,4.69,4.39
U01471,garciachristine,19,Female,robinsonjessica@outlook.com,6,Cyber Security,4.44,4.15
U01472,william95,27,Female,michael27@yahoo.com,7,Data Science,4.91,4.83
U01473,nicolewalter,17,Female,jeremysingh@gmail.com,5,Machine Learning,4.52,4.46
U01474,sherryfowler,20,Male,hansenrobert@gmail.com,10,Data Science,4.36,4.35
U01475,richardrocha,20,Male,erin18@yahoo.com,9,Machine Learning,4.42,4.41
U01476,kenneth36,35,Female,williamssteven@outlook.com,3,Web Dev,4.91,4.47
U01477,phamtiffany,17,Female,michael59@hotmail.com,7,Machine Learning,4.68,4.66
U01478,lindaparrish,35,Female,allendavid@hotmail.com,10,Cyber Security,3.54,3.17
U01479,kathleenlewis,25,Female,wheelerjames@yahoo.com,10,Cyber Security,4.3,3.86
U01480,zsmith,20,Female,cynthia24@yahoo.com,5,Data Science,4.53,4.48
U01481,david54,20,Male,catherineriddle@outlook.com,7,Machine Learning,4.62,4.4
U01482,amanda99,17,Male,ucarney@gmail.com,2,Data Science,3.82,3.34
U01483,morrisonrebecca,18,Male,catherine26@outlook.com,4,Data Science,4.8,4.38
U01484,travisroman,17,Male,ruizchristopher@hotmail.com,2,Web Dev,4.93,4.69
U01485,holtjohn,16,Male,castanedajessica@hotmail.com,7,Web Dev,3.86,3.48
U01486,dwilliams,17,Male,edwardatkins@yahoo.com,2,Cyber Security,4.82,4.4
U01487,david91,17,Female,nicholasscott@hotmail.com,1,Data Science,3.65,3.48
U01488,lawsonbeth,27,Male,thomasprice@gmail.com,9,Cyber Security,3.58,3.13
U01489,mmacdonald,27,Male,fharris@outlook.com,1,Machine Learning,3.69,3.45
U01490,whenry,19,Female,nicholas42@outlook.com,8,Data Science,3.59,3.33
U01491,zfinley,17,Female,wujames@hotmail.com,2,Data Science,4.77,4.27
U01492,bettywillis,23,Female,amy04@outlook.com,8,Machine Learning,3.59,3.17
U01493,lmatthews,18,Female,zoconnor@hotmail.com,3,Machine Learning,3.91,3.73
U01494,twalker,32,Male,hwolfe@outlook.com,6,Cyber Security,3.66,3.65
U01495,xsanchez,31,Female,parkermark@hotmail.com,3,Cyber Security,3.94,3.63
U01496,katelynanderson,22,Female,erussell@gmail.com,7,Machine Learning,3.64,3.29
U01497,ccrawford,35,Female,perryashley@gmail.com,10,Cyber Security,4.5,4.17
U01498,joshuacastillo,15,Male,christopherperez@yahoo.com,9,Machine Learning,3.7,3.22
U01499,morrisdaniel,30,Female,bobby50@yahoo.com,2,Data Science,4.78,4.35
U01500,lindsey29,15,Male,michellemejia@outlook.com,5,Data Science,4.73,4.51
U01501,dawnmccarty,23,Male,arianarobinson@hotmail.com,6,Web Dev,3.52,3.49
U01502,stephen90,28,Female,mwilson@outlook.com,4,Data Science,4.84,4.6
U01503,julie92,30,Female,christopher75@yahoo.com,4,Machine Learning,3.54,3.2
U01504,qblack,31,Male,christophermartin@outlook.com,4,Cyber Security,3.86,3.56
U01505,haley15,35,Male,sandra88@hotmail.com,2,Web Dev,3.55,3.28
U01506,nancy99,34,Male,wnelson@hotmail.com,4,Cyber Security,4.0,3.77
U01507,aboyd,18,Female,dramos@yahoo.com,1,Machine Learning,4.27,4.12
U01508,ljohnson,34,Male,hannahcombs@yahoo.com,6,Data Science,4.69,4.55
U01509,benjamin24,15,Female,shannonross@outlook.com,1,Web Dev,4.01,3.76
U01510,reginald30,16,Female,masonamber@hotmail.com,10,Machine Learning,4.56,4.48
U01511,garycarr,15,Male,victoria98@yahoo.com,6,Web Dev,3.78,3.61
U01512,stevensexton,19,Male,stephen15@hotmail.com,1,Web Dev,4.63,4.47
U01513,valerieharmon,23,Male,hamiltonmaria@hotmail.com,6,Data Science,3.85,3.56
U01514,craig92,25,Male,daniel50@hotmail.com,10,Machine Learning,3.72,3.69
U01515,rossanthony,35,Female,coreyfowler@gmail.com,8,Cyber Security,3.78,3.37
U01516,daviddavis,19,Male,wchapman@gmail.com,2,Web Dev,3.77,3.49
U01517,lindsaykelly,26,Male,kellymorgan@outlook.com,2,Web Dev,4.27,3.93
U01518,carolgamble,21,Male,gregg70@gmail.com,4,Cyber Security,4.77,4.42
U01519,christopher18,16,Male,holmesnatalie@hotmail.com,3,Machine Learning,3.62,3.47
U01520,mhayes,26,Female,gilbert23@yahoo.com,4,Web Dev,4.56,4.32
U01521,georgeerin,34,Female,owensara@hotmail.com,7,Web Dev,4.48,4.0
U01522,vnelson,31,Female,robin05@gmail.com,1,Web Dev,4.81,4.43
U01523,egutierrez,16,Male,kimcolleen@yahoo.com,6,Machine Learning,3.87,3.39
U01524,adam56,30,Female,othompson@outlook.com,3,Machine Learning,4.18,3.81
U01525,lisa07,32,Female,gstrickland@gmail.com,10,Cyber Security,4.89,4.8
U01526,jeremyarnold,20,Male,robert14@yahoo.com,7,Machine Learning,4.49,4.46
U01527,lucas92,29,Female,gutierrezerin@hotmail.com,10,Machine Learning,4.08,3.79
U01528,thompsontammy,16,Male,tracy13@gmail.com,2,Data Science,3.7,3.52
U01529,wgraves,19,Female,barbara11@gmail.com,2,Cyber Security,3.89,3.75
U01530,qhorton,16,Male,diazbreanna@hotmail.com,4,Web Dev,4.37,3.97
U01531,brianberry,30,Female,diazjessica@gmail.com,1,Machine Learning,4.58,4.4
U01532,alexanderjacob,28,Female,brittanycampbell@gmail.com,3,Web Dev,3.69,3.53
U01533,rebecca74,16,Female,christopher19@gmail.com,9,Web Dev,4.4,3.98
U01534,robertpeters,28,Male,annette96@hotmail.com,7,Data Science,4.33,3.91
U01535,khernandez,20,Male,simpsonmandy@yahoo.com,7,Machine Learning,4.27,4.09
U01536,guerrerotonya,33,Female,rachelvalencia@hotmail.com,4,Cyber Security,4.54,4.12
U01537,qroberts,27,Female,vasquezkayla@hotmail.com,2,Machine Learning,4.76,4.33
U01538,thompsonjack,27,Female,schaeferkara@hotmail.com,4,Web Dev,3.98,3.77
U01539,hmcdaniel,24,Female,murphyrebecca@outlook.com,6,Cyber Security,4.83,4.8
U01540,arroyojohn,30,Female,lopezaaron@hotmail.com,3,Machine Learning,3.74,3.74
U01541,barrerajohn,29,Female,erika24@gmail.com,1,Web Dev,3.76,3.5
U01542,jsmith,18,Female,patriciasmith@hotmail.com,8,Web Dev,3.9,3.73
U01543,smithjames,25,Female,teresa86@yahoo.com,5,Data Science,3.68,3.18
U01544,cphillips,31,Female,debbieharris@yahoo.com,5,Data Science,3.85,3.46
U01545,ganderson,15,Female,vgreen@gmail.com,4,Data Science,3.66,3.28
U01546,stefanie21,34,Male,dawnnunez@hotmail.com,6,Web Dev,4.73,4.25
U01547,cookdesiree,17,Male,ofuentes@hotmail.com,3,Machine Learning,3.71,3.27
U01548,travis26,35,Female,danielslisa@yahoo.com,9,Data Science,4.62,4.46
U01549,katherinerobertson,34,Female,zjohnson@outlook.com,5,Machine Learning,3.57,3.49
U01550,raymond40,16,Male,fwalker@yahoo.com,3,Data Science,4.92,4.55
U01551,julian48,16,Male,bryanmorris@hotmail.com,1,Cyber Security,4.57,4.38
U01552,krussell,32,Male,todd69@outlook.com,10,Cyber Security,3.51,3.27
U01553,melinda52,27,Male,dflynn@hotmail.com,6,Data Science,4.65,4.33
U01554,smithcarl,20,Male,hernandezlisa@yahoo.com,2,Web Dev,4.27,3.82
U01555,parkerrobert,23,Female,zachary80@yahoo.com,3,Data Science,4.67,4.46
U01556,benjamin25,23,Female,linda46@outlook.com,1,Data Science,4.28,3.89
U01557,rossdiane,17,Male,omacdonald@yahoo.com,9,Web Dev,4.46,4.33
U01558,deborah16,32,Male,sheila12@outlook.com,8,Cyber Security,4.68,4.33
U01559,brownthomas,19,Male,patrickgomez@hotmail.com,2,Machine Learning,4.11,4.11
U01560,vickibrown,24,Male,ghawkins@hotmail.com,8,Data Science,3.5,3.06
U01561,miranda44,32,Male,philipjohnson@yahoo.com,9,Web Dev,4.77,4.75
U01562,crawfordmark,18,Female,lreese@yahoo.com,1,Data Science,4.07,3.71
U01563,tiffanylopez,35,Female,williamsrobert@yahoo.com,5,Web Dev,4.24,4.22
U01564,vpena,28,Female,susan39@outlook.com,8,Machine Learning,3.51,3.38
U01565,daniellyons,32,Male,louisday@hotmail.com,2,Machine Learning,4.24,3.99
U01566,buckdenise,29,Male,chrisphelps@gmail.com,4,Cyber Security,4.98,4.77
U01567,olivia94,22,Male,odonnellcraig@yahoo.com,7,Web Dev,3.92,3.82
U01568,maldonadoandrew,26,Female,tmorales@gmail.com,3,Web Dev,4.09,3.92
U01569,laurasmith,35,Male,wfranco@yahoo.com,5,Cyber Security,4.53,4.17
U01570,smithmark,31,Male,robinirwin@hotmail.com,8,Cyber Security,4.72,4.39
U01571,nicolerobinson,19,Male,mary04@outlook.com,10,Web Dev,4.13,4.09
U01572,harrisonstephen,29,Female,adam98@yahoo.com,3,Cyber Security,3.96,3.59
U01573,jenniferscott,18,Female,grayanne@gmail.com,4,Machine Learning,4.91,4.88
U01574,whitemercedes,17,Male,lamamber@gmail.com,9,Data Science,4.52,4.25
U01575,richardsontammy,15,Female,millerrandy@hotmail.com,7,Machine Learning,3.68,3.55
U01576,charlessmith,35,Male,aaguilar@hotmail.com,1,Cyber Security,3.6,3.31
U01577,parkerkatelyn,30,Male,andersonlisa@yahoo.com,4,Web Dev,4.23,4.1
U01578,talvarado,26,Male,valdezshannon@hotmail.com,4,Web Dev,3.83,3.34
U01579,clewis,31,Male,ashleyparker@gmail.com,9,Machine Learning,3.88,3.73
U01580,ryanmoreno,15,Female,bakeranne@hotmail.com,6,Web Dev,4.82,4.7
U01581,lori53,30,Male,kruiz@yahoo.com,9,Cyber Security,3.63,3.49
U01582,kingkristen,16,Male,morrisjennifer@hotmail.com,6,Machine Learning,4.57,4.12
U01583,daniel76,30,Female,zcross@outlook.com,6,Web Dev,3.91,3.59
U01584,steven45,32,Male,bradley75@outlook.com,5,Data Science,4.64,4.27
U01585,vclark,27,Male,brentbrooks@gmail.com,5,Data Science,4.58,4.12
U01586,bobby05,27,Male,garrett72@hotmail.com,2,Cyber Security,3.51,3.05
U01587,greg26,27,Male,evazquez@yahoo.com,8,Web Dev,4.26,3.89
U01588,williamwalker,32,Male,nicolejohnson@outlook.com,8,Cyber Security,3.71,3.61
U01589,harristravis,16,Female,knightjanet@hotmail.com,1,Machine Learning,4.8,4.38
U01590,erinjohnson,33,Male,cynthiaholland@hotmail.com,8,Data Science,4.81,4.71
U01591,robert84,32,Female,davisconnie@gmail.com,5,Machine Learning,4.13,3.76
U01592,travisweber,33,Male,raymond75@yahoo.com,2,Web Dev,4.17,3.83
U01593,susan32,34,Male,derekmiller@gmail.com,2,Cyber Security,3.95,3.57
U01594,rking,35,Male,xbrown@hotmail.com,6,Cyber Security,4.57,4.3
U01595,ronaldperry,15,Male,wjackson@hotmail.com,9,Cyber Security,4.04,3.72
U01596,yorkerica,22,Male,murrayjack@yahoo.com,1,Machine Learning,3.9,3.42
U01597,sarahhopkins,21,Female,nguyendonna@yahoo.com,6,Data Science,4.15,4.1
U01598,zlevine,30,Female,jessica13@gmail.com,9,Machine Learning,3.64,3.49
U01599,tracy23,29,Female,hcoleman@gmail.com,8,Machine Learning,4.62,4.31
U01600,sanderselizabeth,29,Female,anthony38@yahoo.com,6,Web Dev,3.52,3.04
U01601,phall,23,Female,kathleensandoval@yahoo.com,3,Web Dev,4.47,4.42
U01602,davisangel,31,Female,ballen@outlook.com,8,Web Dev,3.77,3.76
U01603,kennethmartinez,32,Male,bromero@outlook.com,9,Data Science,3.85,3.82
U01604,kevinmeza,31,Female,timothy98@yahoo.com,1,Data Science,4.45,4.42
U01605,acurtis,18,Male,arthur42@yahoo.com,9,Web Dev,4.99,4.54
U01606,mdavies,17,Female,grosscharles@gmail.com,6,Web Dev,4.67,4.31
U01607,ryan98,25,Male,obaird@outlook.com,6,Data Science,3.84,3.5
U01608,debbie14,15,Female,watsonroger@outlook.com,4,Cyber Security,3.76,3.5
U01609,jonesjoan,15,Male,tyler47@hotmail.com,1,Data Science,4.8,4.41
U01610,kgarcia,31,Male,michael22@gmail.com,10,Data Science,4.17,4.09
U01611,sheilawilson,27,Male,jerrylynn@hotmail.com,8,Data Science,3.71,3.51
U01612,htaylor,29,Male,kristine84@outlook.com,2,Web Dev,4.79,4.54
U01613,alex16,25,Male,rhodesjessica@outlook.com,1,Cyber Security,4.72,4.66
U01614,mcarpenter,17,Male,geoffrey77@hotmail.com,2,Data Science,4.98,4.77
U01615,allisonpeters,29,Male,ndaniel@gmail.com,1,Web Dev,4.86,4.7
U01616,lcalderon,20,Male,nataliemartin@gmail.com,1,Machine Learning,4.78,4.76
U01617,marquezedward,21,Male,brownbelinda@hotmail.com,9,Machine Learning,3.58,3.51
U01618,victoriawebster,15,Female,robertmccall@hotmail.com,1,Data Science,3.66,3.28
U01619,dbrown,20,Female,william74@hotmail.com,4,Machine Learning,4.35,4.34
U01620,dtorres,19,Female,donovankatherine@gmail.com,10,Cyber Security,4.3,3.83
U01621,kylebell,16,Female,amy94@gmail.com,6,Machine Learning,4.19,4.15
U01622,scottkennedy,15,Female,christina10@hotmail.com,7,Machine Learning,4.1,3.7
U01623,sarathomas,23,Male,garciasean@gmail.com,2,Cyber Security,4.15,3.7
U01624,markwells,34,Female,william38@hotmail.com,6,Data Science,4.35,3.88
U01625,taylorjoshua,33,Female,brittany29@outlook.com,7,Data Science,3.5,3.07
U01626,amythornton,26,Female,howardjennifer@yahoo.com,10,Cyber Security,3.89,3.75
U01627,collinslisa,23,Female,diazjessica@outlook.com,10,Cyber Security,4.28,4.11
U01628,emilymartin,26,Male,martincynthia@gmail.com,2,Cyber Security,4.58,4.37
U01629,hansondennis,28,Female,shannondelgado@hotmail.com,2,Machine Learning,3.76,3.69
U01630,laurie24,33,Male,fnichols@gmail.com,10,Cyber Security,4.32,4.31
U01631,aaron63,18,Female,gregorylarsen@hotmail.com,7,Web Dev,4.57,4.14
U01632,ygarcia,21,Male,gouldphilip@yahoo.com,1,Machine Learning,4.17,3.89
U01633,randy38,34,Male,asimmons@hotmail.com,8,Data Science,3.54,3.24
U01634,kevin78,35,Male,victormiller@yahoo.com,3,Data Science,4.17,3.71
U01635,candrews,18,Female,collierjeremy@gmail.com,6,Data Science,3.94,3.61
U01636,stevenknapp,19,Male,zadams@hotmail.com,9,Machine Learning,4.89,4.54
U01637,ferrellgeorge,30,Male,robertwade@yahoo.com,6,Web Dev,3.69,3.3
U01638,jonathan56,26,Male,leesavannah@yahoo.com,9,Cyber Security,4.48,4.42
U01639,ubridges,27,Male,seth87@hotmail.com,7,Cyber Security,3.58,3.4
U01640,taylorkimberly,23,Female,thomas13@yahoo.com,9,Data Science,4.17,3.69
U01641,bbowen,17,Male,qlewis@gmail.com,2,Data Science,4.33,3.87
U01642,juliehernandez,26,Male,hnelson@outlook.com,8,Machine Learning,3.95,3.51
U01643,moorejulia,25,Male,englishjustin@yahoo.com,8,Web Dev,4.18,3.95
U01644,katherine11,23,Male,awallace@outlook.com,2,Cyber Security,3.75,3.32
U01645,curtis73,19,Male,jbaker@hotmail.com,4,Machine Learning,3.96,3.94
U01646,wrojas,28,Female,daviddaugherty@outlook.com,7,Cyber Security,4.43,4.36
U01647,smithvincent,17,Female,kellyflores@hotmail.com,4,Data Science,3.95,3.74
U01648,mmosley,22,Female,jessica65@hotmail.com,4,Cyber Security,4.85,4.61
U01649,maryharris,35,Male,taylor63@outlook.com,6,Web Dev,4.44,4.31
U01650,bethpalmer,33,Male,tonyward@gmail.com,10,Web Dev,4.16,3.98
U01651,anthonygomez,25,Female,ologan@yahoo.com,6,Data Science,3.56,3.48
U01652,markharper,35,Male,lisajones@yahoo.com,10,Web Dev,4.25,4.01
U01653,richard46,21,Female,geraldbrown@outlook.com,3,Web Dev,4.65,4.25
U01654,lori03,22,Female,parkmarisa@outlook.com,9,Machine Learning,3.9,3.57
U01655,austinlee,23,Male,rodneyreed@hotmail.com,10,Cyber Security,4.71,4.66
U01656,norrisdakota,27,Male,saragross@outlook.com,2,Data Science,3.88,3.64
U01657,lopezjesse,22,Female,sgreen@yahoo.com,6,Data Science,4.74,4.39
U01658,spencer81,31,Female,yyang@hotmail.com,7,Data Science,3.63,3.37
U01659,brendarodriguez,27,Female,williamsonwilliam@hotmail.com,9,Data Science,4.8,4.6
U01660,clinton81,25,Female,masoncynthia@gmail.com,3,Data Science,4.25,3.94
U01661,tracywilson,27,Female,cainangela@hotmail.com,10,Web Dev,3.94,3.46
U01662,dustin08,28,Male,joseph90@yahoo.com,3,Machine Learning,3.9,3.85
U01663,sandra93,28,Female,vbooth@gmail.com,7,Data Science,4.15,3.95
U01664,sara98,23,Female,rmayer@yahoo.com,4,Machine Learning,5.0,4.8
U01665,kimberly94,34,Female,melissa92@gmail.com,8,Machine Learning,3.83,3.54
U01666,fbarber,28,Female,donna63@hotmail.com,7,Web Dev,3.65,3.57
U01667,sandrastewart,23,Female,simpsondonald@yahoo.com,5,Data Science,4.38,4.29
U01668,alambert,27,Female,stephanievillarreal@yahoo.com,7,Web Dev,4.23,4.09
U01669,julie64,30,Female,oramirez@outlook.com,3,Data Science,4.29,3.81
U01670,justin64,19,Male,bwilliamson@outlook.com,2,Web Dev,4.5,4.13
U01671,apugh,25,Male,egreen@yahoo.com,6,Machine Learning,3.9,3.57
U01672,carolynfriedman,15,Male,santosvictor@hotmail.com,2,Data Science,4.87,4.46
U01673,francosusan,16,Male,nataliestrong@gmail.com,3,Cyber Security,4.15,4.09
U01674,carl17,27,Female,kimberly19@yahoo.com,6,Machine Learning,3.69,3.26
U01675,douglasthompson,17,Male,samantha32@yahoo.com,5,Cyber Security,4.61,4.31
U01676,odunn,22,Male,kennethfloyd@yahoo.com,8,Machine Learning,4.46,4.29
U01677,mistypowell,22,Male,tammy35@yahoo.com,9,Web Dev,3.97,3.56
U01678,christina89,31,Female,upierce@hotmail.com,3,Data Science,4.43,4.03
U01679,collinstracy,16,Female,wcarpenter@gmail.com,10,Machine Learning,3.83,3.41
U01680,slynch,30,Male,chankayla@yahoo.com,3,Web Dev,4.17,4.11
U01681,brownryan,33,Male,rthompson@hotmail.com,3,Data Science,4.85,4.37
U01682,josephbrown,21,Male,rogersmelissa@gmail.com,6,Data Science,3.7,3.22
U01683,christywoods,19,Female,powellandrew@gmail.com,1,Machine Learning,4.08,3.9
U01684,meganwhite,26,Female,bryan07@gmail.com,7,Data Science,4.73,4.7
U01685,jameslarson,26,Female,xvang@hotmail.com,1,Machine Learning,4.95,4.87
U01686,nathan53,32,Male,stacie37@yahoo.com,5,Data Science,4.18,3.68
U01687,dianaburnett,23,Female,cynthiahall@hotmail.com,10,Cyber Security,4.26,3.98
U01688,valeriegalvan,28,Female,millerzachary@gmail.com,8,Web Dev,4.36,4.18
U01689,burnsjoel,30,Female,james38@outlook.com,4,Cyber Security,4.9,4.76
U01690,lori78,27,Male,ryandavila@yahoo.com,5,Machine Learning,4.79,4.66
U01691,morantoni,22,Male,tiffany52@gmail.com,4,Cyber Security,3.76,3.43
U01692,davidsonmark,26,Male,ofletcher@hotmail.com,4,Machine Learning,4.16,3.95
U01693,samantha22,21,Male,aweeks@yahoo.com,8,Data Science,4.2,3.72
U01694,david68,35,Male,dianacordova@gmail.com,2,Data Science,4.68,4.34
U01695,christine15,32,Male,jvega@gmail.com,1,Machine Learning,4.4,4.0
U01696,james12,31,Female,aguilarmelissa@gmail.com,3,Cyber Security,4.48,4.33
U01697,whicks,35,Male,connerjennifer@outlook.com,9,Data Science,5.0,4.96
U01698,billyrivera,28,Female,amberwalton@hotmail.com,4,Web Dev,3.61,3.37
U01699,michael90,23,Female,evansdaniel@outlook.com,10,Data Science,3.83,3.67
U01700,pagemichelle,25,Female,costalori@hotmail.com,5,Web Dev,4.11,4.01
U01701,tracy73,22,Male,jeannevargas@yahoo.com,2,Cyber Security,4.02,3.54
U01702,ronaldalexander,21,Female,jack38@gmail.com,4,Web Dev,3.53,3.31
U01703,hhogan,21,Male,conleyshawn@outlook.com,2,Web Dev,3.64,3.55
U01704,ojohnston,30,Female,yvelasquez@hotmail.com,2,Web Dev,4.52,4.42
U01705,riddleryan,28,Male,melissapierce@outlook.com,4,Web Dev,4.82,4.68
U01706,zcarter,17,Female,wallacejoseph@hotmail.com,6,Data Science,4.27,3.77
U01707,brettcampbell,32,Male,ypreston@outlook.com,7,Web Dev,4.31,4.18
U01708,ymorton,22,Male,gibsonlori@hotmail.com,10,Data Science,3.88,3.72
U01709,klandry,35,Female,smithlucas@gmail.com,3,Web Dev,4.65,4.32
U01710,amandajackson,32,Male,johnsonwilliam@gmail.com,3,Machine Learning,4.63,4.48
U01711,kyleharris,15,Female,timothy04@gmail.com,10,Cyber Security,4.38,4.27
U01712,millerkevin,30,Male,vrose@hotmail.com,6,Web Dev,3.82,3.74
U01713,dholland,15,Male,alec88@gmail.com,3,Machine Learning,3.65,3.49
U01714,patricia40,24,Female,hwebb@outlook.com,2,Web Dev,3.6,3.55
U01715,edwardsjose,27,Male,vincent79@outlook.com,8,Web Dev,4.39,4.38
U01716,asalinas,22,Female,michelle32@outlook.com,5,Web Dev,4.74,4.34
U01717,heather15,20,Male,calebflores@hotmail.com,1,Machine Learning,4.79,4.72
U01718,michelledecker,23,Male,kevin26@yahoo.com,3,Cyber Security,4.2,3.81
U01719,ooliver,32,Female,reesekathy@outlook.com,10,Machine Learning,4.68,4.28
U01720,stoutaustin,21,Female,jeanne53@hotmail.com,8,Cyber Security,4.92,4.65
U01721,lperry,15,Female,johnbarry@outlook.com,4,Web Dev,3.91,3.76
U01722,dale82,30,Female,seanreynolds@outlook.com,7,Data Science,4.1,4.03
U01723,maryharrison,32,Female,stephaniedixon@outlook.com,10,Web Dev,4.9,4.53
U01724,juan81,17,Male,scottmendoza@hotmail.com,2,Cyber Security,4.01,3.71
U01725,klinekevin,33,Male,wernerjonathan@hotmail.com,7,Machine Learning,4.87,4.54
U01726,qschwartz,32,Female,chelseycoleman@gmail.com,5,Web Dev,4.97,4.97
U01727,zachary70,15,Female,melindajones@outlook.com,5,Machine Learning,4.49,4.03
U01728,lmclaughlin,33,Female,charlescooley@outlook.com,6,Machine Learning,4.73,4.7
U01729,michael78,29,Female,dwayne77@yahoo.com,9,Machine Learning,4.62,4.44
U01730,blackkarl,27,Female,gbarton@yahoo.com,6,Web Dev,4.55,4.35
